ticker,name,sector
IKPM.JK,PT Ikapharmindo Putramas Tbk.,Kesehatan
IMAS.JK,Indomobil Sukses Internasional Tbk,Barang Konsumen Non-Primer
IMJS.JK,PT Indomobil Multi Jasa Tbk.,Transportasi & Logistik
IMPC.JK,PT Impack Pratama Industri Tbk,Perindustrian
INAF.JK,Indofarma Tbk.,Kesehatan
INAI.JK,Indal Aluminium Industry Tbk,Barang Baku
INCF.JK,PT Indo Komoditi Korpora Tbk,Barang Baku
INCI.JK,Intanwijaya Internasional Tbk,Barang Baku
INCO.JK,Vale Indonesia Tbk,Barang Baku
INDF.JK,Indofood Sukses Makmur Tbk,Barang Konsumen Primer
INDO.JK,PT Royalindo Investa Wijaya Tbk,Properti & Real Estat
INDR.JK,PT Indo-Rama Synthetics Tbk,Barang Konsumen Non-Primer
INDS.JK,Indospring Tbk,Barang Konsumen Non-Primer
INDX.JK,Tanah Laut Tbk,Perindustrian
INDY.JK,Indika Energy Tbk,Energi
INET.JK,PT Sinergi Inti Andalan Prima Tbk.,Infrastruktur
INKP.JK,Indah Kiat Pulp & Paper Tbk,Barang Baku
INOV.JK,PT Inocycle Technology Group Tbk.,Barang Konsumen Non-Primer
INPC.JK,Bank Artha Graha Internasional Tbk,Keuangan
INPP.JK,Indonesian Paradise Property Tbk,Properti & Real Estat
INPS.JK,PT Indah Prakasa Sentosa Tbk.,Energi
INRU.JK,Toba Pulp Lestari Tbk,Barang Baku
INTA.JK,Intraco Penta Tbk,Perindustrian
INTD.JK,Inter-Delta Tbk,Barang Baku
INTP.JK,Indocement Tunggal Prakarsa Tbk,Barang Baku
IOTF.JK,PT Sumber Sinergi Makmur Tbk,Teknologi
IPAC.JK,PT Era Graharealty Tbk,Properti & Real Estat
IPCC.JK,PT Indonesia Kendaraan Terminal Tbk.,Infrastruktur
IPCM.JK,PT Jasa Armada Indonesia Tbk.,Infrastruktur
IPOL.JK,Indopoly Swakarsa Industry Tbk,Barang Baku
IPPE.JK,PT Indo Pureco Pratama Tbk,Barang Konsumen Primer
IPTV.JK,PT MNC Vision Networks Tbk.,Barang Konsumen Non-Primer
IRRA.JK,PT Itama Ranoraya Tbk.,Kesehatan
IRSX.JK,PT Folago Global Nusantara Tbk,Teknologi
ISAP.JK,PT Isra Presisi Indonesia Tbk,Barang Konsumen Non-Primer
ISAT.JK,PT Indosat Tbk,Infrastruktur
ISEA.JK,PT Indo American Seafoods Tbk,Barang Konsumen Primer
ISSP.JK,PT Steel Pipe Industry of Indonesia Tbk,Barang Baku
ITIC.JK,PT Indonesian Tobacco Tbk.,Barang Konsumen Primer
ITMA.JK,SUMBER ENERGI ANDALAN Tbk,Energi
ITMG.JK,Indo Tambangraya Megah Tbk,Energi
JARR.JK,PT Jhonlin Agro Raya Tbk,Barang Konsumen Primer
JAST.JK,PT Jasnita Telekomindo Tbk. ,Infrastruktur
JATI.JK,PT Informasi Teknologi Indonesia Tbk.,Teknologi
JAWA.JK,Jaya Agra Wattie Tbk,Barang Konsumen Primer
JAYA.JK,PT Armada Berjaya Trans Tbk.,Transportasi & Logistik
JECC.JK,Jembo Cable Company Tbk,Perindustrian
JGLE.JK,PT Graha Andrasentra Propertindo Tbk.,Barang Konsumen Non-Primer
JIHD.JK,Jakarta International Hotels & Development Tbk,Barang Konsumen Non-Primer
JKON.JK,Jaya Konstruksi Manggala Pratama Tbk,Infrastruktur
JMAS.JK,PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,Keuangan
JPFA.JK,JAPFA Comfeed Indonesia Tbk,Barang Konsumen Primer
JRPT.JK,Jaya Real Property Tbk,Properti & Real Estat
JSKY.JK,PT Sky Energy Indonesia Tbk.,Energi
JSMR.JK,PT Jasa Marga Tbk,Infrastruktur
JSPT.JK,Jakarta Setiabudi Internasional Tbk,Barang Konsumen Non-Primer
JTPE.JK,Jasuindo Tiga Perkasa Tbk,Perindustrian
KAEF.JK,Kimia Farma Tbk.,Kesehatan
KAQI.JK,PT Jantra Grupo Indonesia Tbk,Barang Konsumen Non-Primer
KARW.JK,Meratus Jasa Prima Tbk,Infrastruktur
KAYU.JK,PT Darmi Bersaudara Tbk.,Barang Baku
KBAG.JK,PT Karya Bersama Anugerah Tbk,Properti & Real Estat
KBLI.JK,KMI Wire and Cable Tbk,Perindustrian
KBLM.JK,Kabelindo Murni Tbk,Perindustrian
KBLV.JK,First Media Tbk,Infrastruktur
KBRI.JK,Kertas Basuki Rachmat Indonesia Tbk,Barang Baku
KDSI.JK,Kedawung Setia Industrial Tbk,Barang Baku
KDTN.JK,PT Puri Sentul Permai Tbk,Barang Konsumen Non-Primer
KEEN.JK,PT Kencana Energi Lestari Tbk. ,Infrastruktur
KEJU.JK,PT Mulia Boga Raya Tbk,Barang Konsumen Primer
KETR.JK,PT Ketrosden Triasmitra Tbk,Infrastruktur
KIAS.JK,Keramika Indonesia Assosiasi Tbk,Perindustrian
KICI.JK,Kedaung Indah Can Tbk,Barang Konsumen Non-Primer
KIJA.JK,Kawasan Industri Jababeka Tbk,Properti & Real Estat
KING.JK,PT Hoffmen Cleanindo Tbk,Perindustrian
KINO.JK,PT Kino Indonesia Tbk,Barang Konsumen Primer
KIOS.JK,PT Kioson Komersial Indonesia Tbk.,Teknologi
KJEN.JK,PT Krida Jaringan Nusantara Tbk.,Transportasi & Logistik
KKES.JK,PT Kusuma Kemindo Sentosa Tbk,Barang Baku
KKGI.JK,Resource Alam Indonesia Tbk,Energi
KLAS.JK,PT Pelayaran Kurnia Lautan Semesta Tbk,Transportasi & Logistik
KLBF.JK,Kalbe Farma Tbk,Kesehatan
KLIN.JK,PT Klinko Karya Imaji Tbk,Barang Konsumen Non-Primer
KMDS.JK,PT Kurniamitra Duta Sentosa Tbk.,Barang Konsumen Primer
KMTR.JK,PT Kirana Megatara Tbk.,Barang Baku
KOBX.JK,Kobexindo Tractors Tbk,Perindustrian
KOCI.JK,PT Kokoh Exa Nusantara,Properti & Real Estat
KOIN.JK,Kokoh Inti Arebama Tbk,Perindustrian
KOKA.JK,PT Koka Indonesia Tbk.,Infrastruktur
KONI.JK,Perdana Bangun Pusaka Tbk,Perindustrian
KOPI.JK,PT Mitra Energi Persada Tbk,Energi
KOTA.JK,PT DMS Propertindo Tbk.,Barang Konsumen Non-Primer
KPIG.JK,MNC Tourism Indonesia Tbk,Barang Konsumen Non-Primer
KRAS.JK,Krakatau Steel (Persero) Tbk,Barang Baku
KREN.JK,PT Quantum Clovera Investama Tbk.,Teknologi
KRYA.JK,PT Bangun Karya Perkasa Jaya Tbk,Infrastruktur
KSIX.JK,PT Kentanix Supra International Tbk,Properti & Real Estat
KUAS.JK,PT Ace Oldfields Tbk,Perindustrian
LABA.JK,PT Green Power Group Tbk,Perindustrian
LABS.JK,PT UBC Medical Indonesia Tbk,Kesehatan
LAJU.JK,PT Jasa Berdikari Logistics Tbk,Transportasi & Logistik
LAND.JK,PT Trimitra Propertindo Tbk.,Properti & Real Estat
LAPD.JK,Leyand International Tbk,Barang Konsumen Primer
LCGP.JK,PT Eureka Prima Jakarta Tbk.,Properti & Real Estat
LCKM.JK,PT LCK Global Kedaton Tbk,Infrastruktur
LEAD.JK,PT Logindo Samudramakmur Tbk.,Energi
LFLO.JK,PT Imago Mulia Persada Tbk,Barang Konsumen Non-Primer
LIFE.JK,PT MSIG Life Insurance Indonesia Tbk.,Keuangan
LINK.JK,PT Link Net Tbk.,Infrastruktur
LION.JK,Lion Metal Works Tbk,Perindustrian
LIVE.JK,PT Homeco Victoria Makmur Tbk,Barang Konsumen Non-Primer
LMAS.JK,Limas Indonesia Makmur Tbk,Teknologi
LMAX.JK,PT Lupromax Pelumas Indonesia Tbk.,Barang Konsumen Non-Primer
LMPI.JK,Langgeng Makmur Industri Tbk,Barang Konsumen Non-Primer
LMSH.JK,Lionmesh Prima Tbk,Barang Baku
LOPI.JK,PT Logisticsplus International Tbk,Transportasi & Logistik
LPCK.JK,Lippo Cikarang Tbk,Properti & Real Estat
LPGI.JK,Lippo General Insurance Tbk,Keuangan
LPIN.JK,Multi Prima Sejahtera Tbk,Barang Konsumen Non-Primer
LPKR.JK,Lippo Karawaci Tbk,Properti & Real Estat
LPLI.JK,Star Pacific Tbk,Properti & Real Estat
LPPF.JK,PT MDS Retailing Tbk,Barang Konsumen Non-Primer
LPPS.JK,PT Lenox Pasifik Investama Tbk,Keuangan
LRNA.JK,PT Eka Sari Lorena Transport Tbk.,Transportasi & Logistik
LSIP.JK,PP London Sumatra Indonesia Tbk,Barang Konsumen Primer
LTLS.JK,PT Lautan Luas Tbk,Barang Baku
LUCK.JK,PT Sentral Mitra Informatika Tbk.,Teknologi
LUCY.JK,PT Lima Dua Lima Tiga Tbk,Barang Konsumen Non-Primer
MABA.JK,PT Marga Abhinaya Abadi Tbk,Barang Konsumen Non-Primer
MAGP.JK,Multi Agro Gemilang Plantation Tbk,Barang Konsumen Primer
MAHA.JK,PT Mandiri Herindo Adiperkasa Tbk,Energi
MAIN.JK,Malindo Feedmill Tbk,Barang Konsumen Primer
MANG.JK,PT Manggung Polahraya Tbk,Infrastruktur
MAPA.JK,PT Map Aktif Adiperkasa Tbk,Barang Konsumen Non-Primer
MAPB.JK,PT Map Boga Adiperkasa Tbk,Barang Konsumen Non-Primer
MAPI.JK,PT Mitra Adiperkasa Tbk,Barang Konsumen Non-Primer
MARI.JK,PT Mahaka Radio Integra Tbk.,Barang Konsumen Non-Primer
MARK.JK,PT Mark Dynamics Indonesia Tbk.,Perindustrian
MASB.JK,PT Bank Multiarta Sentosa Tbk,Keuangan
MAXI.JK,PT Maxindo Karya Anugerah Tbk,Barang Konsumen Primer
MAYA.JK,PT Bank Mayapada Internasional Tbk,Keuangan
MBAP.JK,PT Mitrabara Adiperdana Tbk,Energi
MBMA.JK,PT Merdeka Battery Materials Tbk,Barang Baku
MBSS.JK,Mitrabahtera Segara Sejati Tbk,Energi
MBTO.JK,Martina Berto Tbk,Barang Konsumen Primer
MCAS.JK,PT M Cash Integrasi Tbk,Teknologi
MCOL.JK,PT Prima Andalan Mandiri Tbk,Energi
MCOR.JK,PT Bank China Construction Bank Indonesia Tbk,Keuangan
MDIA.JK,PT Intermedia Capital Tbk.,Barang Konsumen Non-Primer
MDIY.JK,PT Daya Intiguna Yasa Tbk,Barang Konsumen Non-Primer
MDKA.JK,PT Merdeka Copper Gold Tbk.,Barang Baku
MDKI.JK,PT Emdeki Utama Tbk,Barang Baku
MDLA.JK,PT Medela Potentia Tbk,Kesehatan
MDLN.JK,PT Modernland Realty Tbk.,Properti & Real Estat
MDRN.JK,Modern Internasional Tbk,Perindustrian
MEDC.JK,PT Medco Energi Internasional Tbk,Energi
MEDS.JK,PT Hetzer Medical Indonesia Tbk,Kesehatan
MEGA.JK,Bank Mega Tbk,Keuangan
MEJA.JK,PT Harta Djaya Karya Tbk,Barang Konsumen Non-Primer
MENN.JK,PT Menn Teknologi Indonesia Tbk.,Teknologi
MERI.JK,PT Merry Riana Edukasi Tbk,Barang Konsumen Non-Primer
MERK.JK,Merck Tbk,Kesehatan
META.JK,Nusantara Infrastructure Tbk,Infrastruktur
MFIN.JK,PT Adira Dinamika Multi Finance Tbk,Keuangan
MFMI.JK,Multifiling Mitra Indonesia Tbk,Perindustrian
MGLV.JK,PT Panca Anugrah Wisesa Tbk,Barang Konsumen Non-Primer
MGNA.JK,PT Magna Investama Mandiri Tbk,Barang Konsumen Non-Primer
MGRO.JK,PT Mahkota Group Tbk.,Barang Konsumen Primer
MHKI.JK,PT Multi Hanna Kreasindo Tbk,Perindustrian
MICE.JK,Multi Indocitra Tbk,Barang Konsumen Non-Primer
MIDI.JK,Midi Utama Indonesia Tbk,Barang Konsumen Primer
MIKA.JK,PT Mitra Keluarga Karyasehat Tbk.,Kesehatan
MINA.JK,PT Sanurhasta Mitra Tbk.,Barang Konsumen Non-Primer
MINE.JK,PT Sinar Terang Mandiri Tbk,Barang Baku
MIRA.JK,Mitra International Resources Tbk,Transportasi & Logistik
MITI.JK,Mitra Investindo Tbk,Transportasi & Logistik
MKAP.JK,PT Multikarya Asia Pasifik Raya Tbk,Energi
MKNT.JK,PT Mitra Komunikasi Nusantara Tbk.,Barang Konsumen Non-Primer
MKPI.JK,Metropolitan Kentjana Tbk,Properti & Real Estat
MKTR.JK,PT Menthobi Karyatama Raya Tbk,Barang Konsumen Primer
MLBI.JK,Multi Bintang Indonesia Tbk,Barang Konsumen Primer
MLIA.JK,Mulia Industrindo Tbk,Perindustrian
MLPL.JK,Multipolar Tbk,Barang Konsumen Primer
MLPT.JK,PT Multipolar Technology Tbk.,Teknologi
MMIX.JK,PT Multi Medika Internasional Tbk,Kesehatan
MMLP.JK,PT Mega Manunggal Property Tbk.,Properti & Real Estat
MNCN.JK,Media Nusantara Citra Tbk,Barang Konsumen Non-Primer
MOLI.JK,PT Madusari Murni Indah Tbk.,Barang Baku
MORA.JK,PT Ekamas Mora Republik Tbk,Infrastruktur
MPIX.JK,PT Mitra Pedagang Indonesia Tbk.,Teknologi
MPMX.JK,PT Mitra Pinasthika Mustika Tbk.,Barang Konsumen Non-Primer
MPOW.JK,PT Megapower Makmur Tbk.,Infrastruktur
MPPA.JK,Matahari Putra Prima Tbk,Barang Konsumen Primer
MPRO.JK,PT Maha Properti Indonesia Tbk.,Properti & Real Estat
MPXL.JK,PT MPX Logistics International Tbk,Transportasi & Logistik
MRAT.JK,Mustika Ratu Tbk,Barang Konsumen Primer
MREI.JK,Maskapai Reasuransi Indonesia Tbk,Keuangan
MSIE.JK,PT Multisarana Intan Eduka Tbk,Properti & Real Estat
MSIN.JK,PT MNC Digital Entertainment Tbk,Barang Konsumen Non-Primer
MSJA.JK,PT Multi Spunindo Jaya Tbk.,Barang Konsumen Primer
MSKY.JK,MNC Sky Vision Tbk,Barang Konsumen Non-Primer
MSTI.JK,PT Mastersystem Infotama Tbk.,Teknologi
MTDL.JK,Metrodata Electronics Tbk,Teknologi
MTEL.JK,PT Dayamitra Telekomunikasi Tbk,Infrastruktur
MTFN.JK,Capitalinc Investment Tbk,Energi
MTLA.JK,Metropolitan Land Tbk,Properti & Real Estat
MTMH.JK,PT Murni Sadar Tbk,Kesehatan
MTPS.JK,PT Meta Epsi Tbk.,Infrastruktur
MTRA.JK,PT Mitra Pemuda Tbk.,Infrastruktur
MTSM.JK,Metro Realty Tbk,Properti & Real Estat
MTWI.JK,PT Malacca Trust Wuwungan Insurance Tbk.,Keuangan
MUTU.JK,PT Mutuagung Lestari Tbk,Perindustrian
MYOH.JK,Samindo Resources Tbk,Energi
MYOR.JK,Mayora Indah Tbk,Barang Konsumen Primer
MYTX.JK,PT Asia Pacific Investama Tbk.,Barang Konsumen Non-Primer
NAIK.JK,PT Adiwarna Anugerah Abadi Tbk,Perindustrian
NANO.JK,PT Nanotech Indonesia Global Tbk,Barang Konsumen Primer
NASA.JK,PT Andalan Perkasa Abadi Tbk,Properti & Real Estat
NASI.JK,PT Wahana Inti Makmur Tbk,Barang Konsumen Primer
NATO.JK,PT Olympus Strategic Indonesia Tbk,Barang Konsumen Non-Primer
NAYZ.JK,PT Hassana Boga Sejahtera Tbk,Barang Konsumen Primer
NCKL.JK,PT Trimegah Bangun Persada Tbk.,Barang Baku
NELY.JK,Pelayaran Nelly Dwi Putri Tbk,Transportasi & Logistik
NEST.JK,PT Esta Indonesia Tbk,Barang Konsumen Primer
NETV.JK,PT MDTV Media Technologies Tbk,Barang Konsumen Non-Primer
NFCX.JK,PT NFC Indonesia Tbk,Teknologi
NICE.JK,PT Adhi Kartiko Pratama Tbk,Barang Baku
NICK.JK,PT Charnic Capital Tbk.,Keuangan
NICL.JK,PT PAM Mineral Tbk,Barang Baku
NIKL.JK,Pelat Timah Nusantara Tbk,Barang Baku
NINE.JK,PT Techno9 Indonesia Tbk,Teknologi
NIRO.JK,City Retail Developments Tbk,Properti & Real Estat
NISP.JK,PT Bank OCBC NISP Tbk,Keuangan
NOBU.JK,PT Bank Nationalnobu Tbk.,Keuangan
NPGF.JK,PT Nusa Palapa Gemilang Tbk,Barang Baku
NRCA.JK,PT Nusa Raya Cipta Tbk.,Infrastruktur
NSSS.JK,PT Nusantara Sawit Sejahtera Tbk,Barang Konsumen Primer
NTBK.JK,PT Nusatama Berkah Tbk,Perindustrian
NUSA.JK,PT Sinergi Megah Internusa Tbk,Barang Konsumen Non-Primer
NZIA.JK,"PT Nusantara Almazia, Tbk.",Properti & Real Estat
OASA.JK,PT Maharaksa Biru Energi Tbk,Infrastruktur
OBAT.JK,PT Brigit Biofarmaka Teknologi Tbk,Kesehatan
OBMD.JK,PT OBM Drilchem Tbk,Barang Baku
OCAP.JK,ONIX CAPITAL Tbk,Keuangan
OILS.JK,PT Indo Oil Perkasa Tbk,Barang Konsumen Primer
OKAS.JK,Ancora Indonesia Resources Tbk,Barang Baku
OLIV.JK,PT Oscar Mitra Sukses Sejahtera Tbk,Barang Konsumen Non-Primer
OMED.JK,PT Jayamas Medica Industri Tbk,Kesehatan
OMRE.JK,Indonesia Prima Property Tbk,Properti & Real Estat
OPMS.JK,PT Optima Prima Metal Sinergi Tbk.,Barang Baku
PACK.JK,PT Abadi Nusantara Hijau Investama Tbk,Barang Baku
PADA.JK,PT Personel Alih Daya Tbk,Perindustrian
PADI.JK,Minna Padi Investama Sekuritas Tbk,Keuangan
PALM.JK,PT Provident Investasi Bersama Tbk,Keuangan
PAMG.JK,PT Bima Sakti Pertiwi Tbk,Properti & Real Estat
PANI.JK,PT Pantai Indah Kapuk Dua Tbk.,Properti & Real Estat
PANR.JK,Panorama Sentrawisata Tbk,Barang Konsumen Non-Primer
PANS.JK,Panin Sekuritas Tbk,Keuangan
PART.JK,PT Cipta Perdana Lancar Tbk,Barang Konsumen Non-Primer
PBID.JK,PT Panca Budi Idaman Tbk,Barang Baku
PBRX.JK,Pan Brothers Tbk,Barang Konsumen Non-Primer
PBSA.JK,PT Paramita Bangun Sarana Tbk,Infrastruktur
PCAR.JK,PT Prima Cakrawala Abadi Tbk,Barang Konsumen Primer
PDES.JK,Destinasi Tirta Nusantara Tbk,Barang Konsumen Non-Primer
PDPP.JK,PT Primadaya Plastisindo Tbk,Barang Baku
PEGE.JK,PT Panca Global Kapital Tbk.,Keuangan
PEHA.JK,PT Phapros Tbk,Kesehatan
PEVE.JK,PT Penta Valent Tbk,Kesehatan
PGAS.JK,PT Perusahaan Gas Negara (Persero) Tbk,Energi
PGEO.JK,PT Pertamina Geothermal Energy Tbk,Infrastruktur
PGJO.JK,PT Bahtera Bumi Raya Tbk,Teknologi
PGLI.JK,Pembangunan Graha Lestari Indah Tbk,Barang Konsumen Non-Primer
PGUN.JK,PT Pradiksi Gunatama Tbk,Barang Konsumen Primer
PICO.JK,Pelangi Indah Canindo Tbk,Barang Baku
PIPA.JK,PT Multi Makmur Lemindo Tbk.,Perindustrian
PJAA.JK,Pembangunan Jaya Ancol Tbk,Barang Konsumen Non-Primer
PJHB.JK,PT Pelayaran Jaya Hidup Baru Tbk,Transportasi & Logistik
PKPK.JK,Paragon Karya Perkasa Tbk,Energi
PLAN.JK,PT Planet Properindo Jaya Tbk,Barang Konsumen Non-Primer
PLAS.JK,Polaris Investama Tbk,Keuangan
PLIN.JK,Plaza Indonesia Realty Tbk,Properti & Real Estat
PMJS.JK,PT Putra Mandiri Jembar Tbk,Barang Konsumen Non-Primer
PMMP.JK,PT Panca Mitra Multiperdana Tbk.,Barang Konsumen Primer
PMUI.JK,PT Prima Multi Usaha Indonesia Tbk,Barang Konsumen Non-Primer
PNBN.JK,Bank Pan Indonesia Tbk,Keuangan
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,Keuangan
PNGO.JK,PT Pinago Utama Tbk,Barang Konsumen Primer
PNIN.JK,Paninvest Tbk,Keuangan
PNLF.JK,Panin Financial Tbk,Keuangan
PNSE.JK,Pudjiadi & Sons Tbk,Barang Konsumen Non-Primer
POLA.JK,PT Pool Advista Finance Tbk.,Keuangan
POLI.JK,PT Pollux Hotels Group Tbk,Properti & Real Estat
POLL.JK,PT Pollux Properties Indonesia Tbk.,Properti & Real Estat
POLU.JK,PT Golden Flower Tbk.,Barang Konsumen Non-Primer
POLY.JK,Asia Pacific Fibers Tbk,Barang Konsumen Non-Primer
POOL.JK,Pool Advista Indonesia Tbk,Keuangan
PORT.JK,PT Nusantara Pelabuhan Handal Tbk.,Infrastruktur
POSA.JK,PT Bliss Properti Indonesia Tbk.,Properti & Real Estat
POWR.JK,PT Cikarang Listrindo Tbk.,Infrastruktur
PPGL.JK,PT Prima Globalindo Logistik Tbk.,Transportasi & Logistik
PPRE.JK,PT PP Presisi Tbk.,Infrastruktur
PPRI.JK,PT Paperocks Indonesia Tbk.,Barang Baku
PPRO.JK,PT PP Properti Tbk.,Properti & Real Estat
PRAY.JK,PT Famon Awal Bros Sedaya Tbk,Kesehatan
PRDA.JK,PT Prodia Widyahusada Tbk.,Kesehatan
PRIM.JK,PT Royal Prima Tbk.,Kesehatan
PSAB.JK,J RESOURCES ASIA PASIFIK Tbk,Barang Baku
PSAT.JK,PT Pancaran Samudera Transport Tbk,Energi
PSDN.JK,Prasidha Aneka Niaga Tbk,Barang Konsumen Primer
PSGO.JK,PT Palma Serasih Tbk.,Barang Konsumen Primer
PSKT.JK,PT Red Planet Indonesia Tbk,Barang Konsumen Non-Primer
PSSI.JK,PT IMC Pelita Logistik Tbk,Energi
PTBA.JK,PT Bukit Asam (Persero) Tbk,Energi
PTDU.JK,PT Djasa Ubersakti Tbk,Infrastruktur
PTIS.JK,Indo Straits Tbk,Energi
PTMP.JK,PT Mitra Pack Tbk.,Perindustrian
PTMR.JK,PT Master Print Tbk,Barang Baku
PTPP.JK,PP (Persero) Tbk,Infrastruktur
PTPS.JK,PT Pulau Subur Tbk.,Barang Konsumen Primer
PTPW.JK,PT Pratama Widya Tbk.,Infrastruktur
PTRO.JK,Petrosea Tbk,Energi
PTSN.JK,Sat Nusapersada Tbk,Teknologi
PTSP.JK,Pioneerindo Gourmet International Tbk,Barang Konsumen Non-Primer
PUDP.JK,Pudjiadi Prestige Tbk,Properti & Real Estat
PURA.JK,PT Putra Rajawali Kencana Tbk.,Transportasi & Logistik
PURE.JK,PT Trinitan Metals and Minerals Tbk,Barang Baku
PURI.JK,PT Puri Global Sukses Tbk,Properti & Real Estat
PWON.JK,Pakuwon Jati Tbk,Properti & Real Estat
PYFA.JK,PT Pyridam Farma Tbk,Kesehatan
PZZA.JK,PT Sarimelati Kencana Tbk.,Barang Konsumen Non-Primer
RAAM.JK,PT Tripar Multivision Plus Tbk.,Barang Konsumen Non-Primer
RAFI.JK,PT Sari Kreasi Boga Tbk,Barang Konsumen Non-Primer
RAJA.JK,Rukun Raharja Tbk,Energi
RALS.JK,Ramayana Lestari Sentosa Tbk,Barang Konsumen Non-Primer
RANC.JK,Supra Boga Lestari Tbk,Barang Konsumen Primer
RATU.JK,PT Raharja Energi Cepu Tbk,Energi
RBMS.JK,Ristia Bintang Mahkotasejati Tbk,Properti & Real Estat
RCCC.JK,PT Utama Radar Cahaya Tbk,Transportasi & Logistik
RDTX.JK,Roda Vivatex Tbk,Properti & Real Estat
REAL.JK,PT Repower Asia Indonesia Tbk.,Properti & Real Estat
RELF.JK,PT Graha Mitra Asia Tbk. ,Properti & Real Estat
RELI.JK,Reliance Sekuritas Indonesia Tbk,Keuangan
RGAS.JK,PT Kian Santang Muliatama Tbk.,Energi
RICY.JK,Ricky Putra Globalindo Tbk,Barang Konsumen Non-Primer
RIGS.JK,Rig Tenders Tbk,Energi
RIMO.JK,PT Rimo International Lestari Tbk.,Properti & Real Estat
RISE.JK,PT Jaya Sukses Makmur Sentosa Tbk.,Properti & Real Estat
RLCO.JK,PT Abadi Lestari Indonesia Tbk,Barang Konsumen Primer
RMKE.JK,PT RMK Energy Tbk,Energi
RMKO.JK,PT Royaltama Mulia Kontraktorindo Tbk.,Energi
ROCK.JK,PT Rockfields Properti Indonesia Tbk.,Properti & Real Estat
RODA.JK,Pikko Land Development Tbk,Properti & Real Estat
RONY.JK,PT Aracord Nusantara Group Tbk,Infrastruktur
ROTI.JK,PT Nippon Indosari Corpindo Tbk,Barang Konsumen Primer
RSCH.JK,PT Charlie Hospital Semarang Tbk.,Kesehatan
RSGK.JK,PT Kedoya Adyaraya Tbk,Kesehatan
RUIS.JK,Radiant Utama Interinsco Tbk,Energi
RUNS.JK,PT Global Sukses Solusi Tbk,Teknologi
SAFE.JK,Steady Safe Tbk,Transportasi & Logistik
SAGE.JK,PT Saptausaha Gemilangindah Tbk,Properti & Real Estat
SAME.JK,Sarana Meditama Metropolitan Tbk,Kesehatan
SAMF.JK,PT Saraswanti Anugerah Makmur Tbk.,Barang Baku
SAPX.JK,PT Satria Antaran Prima Tbk.,Transportasi & Logistik
SATU.JK,PT Kota Satu Properti Tbk.,Properti & Real Estat
SBAT.JK,PT Sejahtera Bintang Abadi Textile Tbk.,Barang Konsumen Non-Primer
SBMA.JK,PT Surya Biru Murni Acetylene Tbk,Barang Baku
SCCO.JK,PT Supreme Cable Manufacturing & Commerce Tbk,Perindustrian
SCMA.JK,Surya Citra Media Tbk,Barang Konsumen Non-Primer
SCNP.JK,PT Selaras Citra Nusantara Perkasa Tbk,Barang Konsumen Non-Primer
SCPI.JK,PT Organon Pharma Indonesia Tbk,Kesehatan
SDMU.JK,Sidomulyo Selaras Tbk,Transportasi & Logistik
SDPC.JK,Millennium Pharmacon International Tbk,Barang Konsumen Primer
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,Keuangan
SEMA.JK,PT Semacom Integrated Tbk,Energi
SFAN.JK,PT Surya Fajar Capital Tbk,Keuangan
SGER.JK,PT Sumber Global Energy Tbk.,Energi
SGRO.JK,PT Prime Agri Resources Tbk,Barang Konsumen Primer
SHID.JK,Hotel Sahid Jaya Tbk,Barang Konsumen Non-Primer
SHIP.JK,PT Sillo Maritime Perdana Tbk,Energi
SICO.JK,PT Sigma Energy Compressindo Tbk,Energi
SIDO.JK,PT Industri Jamu Dan Farmasi Sido Muncul Tbk,Kesehatan
SILO.JK,PT Siloam International Hospitals Tbk.,Kesehatan
SIMA.JK,Siwani Makmur Tbk,Barang Baku
SIMP.JK,Salim Ivomas Pratama Tbk,Barang Konsumen Primer
SINI.JK,PT Singaraja Putra Tbk.,Perindustrian
SIPD.JK,PT Sreeya Sewu Indonesia Tbk,Barang Konsumen Primer
SKBM.JK,Sekar Bumi Tbk,Barang Konsumen Primer
SKLT.JK,Sekar Laut Tbk,Barang Konsumen Primer
SKRN.JK,PT Superkrane Mitra Utama Tbk,Perindustrian
SKYB.JK,PT Northcliff Citranusa Indonesia Tbk.,Teknologi
SLIS.JK,PT Gaya Abadi Sempurna Tbk,Barang Konsumen Non-Primer
SMAR.JK,PT Sinar Mas Agro Resources and Technology Tbk,Barang Konsumen Primer
SMBR.JK,PT Semen Baturaja (Persero) Tbk,Barang Baku
SMCB.JK,PT Solusi Bangun Indonesia Tbk,Barang Baku
SMDM.JK,Suryamas Dutamakmur Tbk,Properti & Real Estat
SMDR.JK,Samudera Indonesia Tbk,Transportasi & Logistik
SMGA.JK,PT Sumber Mineral Global Abadi Tbk,Barang Baku
SMGR.JK,Semen Indonesia (Persero) Tbk,Barang Baku
SMIL.JK,PT Sarana Mitra Luas Tbk,Perindustrian
SMKL.JK,PT Satyamitra Kemas Lestari Tbk,Barang Baku
SMKM.JK,PT Sumber Mas Konstruksi Tbk,Infrastruktur
SMLE.JK,PT Sinergi Multi Lestarindo Tbk,Barang Baku
SMMA.JK,PT Sinar Mas Multiartha Tbk,Keuangan
SMMT.JK,GOLDEN EAGLE ENERGY Tbk,Energi
SMRA.JK,PT Summarecon Agung Tbk,Properti & Real Estat
